2,904,0.017118,0.010121000000000002,1,
2,906,0.02483,0.007712,1,
2,908,0.021319,-0.0035110000000000002,0,
2,910,0.006,-0.015319000000000001,-2,
2,912,0.008164,0.0021639999999999993,0,
2,914,0.191124,0.18295999999999998,29,
2,916,0.268224,0.07710000000000003,20,
2,918,0.142374,-0.12585000000000002,-9,
2,920,0.104129,-0.038245,0,
2,923,0.009552,-0.094577,-11,
2,925,0.014104,0.0045520000000000005,0,
2,927,0.018729,0.004624999999999999,0,
2,1816,0.021,0.007411000000000001,1,
2,1818,0.017554,-0.003446000000000001,0,
2,1820,0.012019,-0.005535,0,
2,1822,0.010535,-0.001484000000000001,0,
2,1824,0.017606,0.007071000000000001,0,
2,1827,0.234777,0.217171,35,
2,1829,0.238143,0.00336599999999998,10,
2,1831,0.110134,-0.12800899999999998,-10,
2,1833,0.048922,-0.061211999999999996,-5,
2,1835,0.015616,-0.033306,-3,
2,1837,0.013994,-0.0016220000000000002,0,
2,1849,0.005403,-0.010166,-1,
2,1851,0.018607,0.013203999999999999,1,
2,1853,0.009623,-0.008983999999999999,-1,
2,1855,0.017007,0.007384000000000002,0,
2,1857,0.094223,0.077216,12,
2,1859,0.256921,0.162698,29,
2,1861,0.19745,-0.059471000000000024,1,
2,1863,0.115277,-0.08217299999999998,-5,
2,1865,0.017007,-0.09827,-11,
2,1867,0.010357,-0.006650000000000001,-1,
2,1870,0.005164,-0.005193,-1,
2,2728,0.014931,-0.0038459999999999987,0,
2,2730,0.013581,-0.0013500000000000005,0,
2,2732,0.011164,-0.002416999999999999,0,
2,2734,0.014096,0.002931999999999999,0,
2,2736,0.028183,0.014087,2,
2,2739,0.210106,0.181923,29,
2,2741,0.23587,0.02576400000000001,12,
2,2743,0.127375,-0.10849500000000001,-7,
2,2745,0.050648,-0.07672699999999999,-7,
2,2747,0.017173,-0.033475,-3,
2,2749,0.005383,-0.011790000000000002,-1,
2,3640,0.004776,-0.017566000000000002,-2,
2,3642,0.006994,0.0022180000000000004,0,
2,3644,0.019729,0.012735,1,
2,3646,0.020738,0.0010089999999999995,0,
2,3649,0.026122,0.005384,1,
2,3651,0.230785,0.20466299999999998,33,
2,3653,0.230004,-0.0007810000000000039,9,
2,3655,0.123829,-0.10617499999999999,-7,
2,3657,0.050439,-0.07339,-7,
2,3659,0.006954,-0.043484999999999996,-5,
2,3661,0.00439,-0.0025640000000000003,0,
2,29148,0.019624,0.007203999999999999,0,
2,29150,0.012026,-0.007597999999999999,-1,
2,29152,0.008788,-0.0032379999999999996,0,
2,29154,0.011035,0.002246999999999999,0,
2,29156,0.146707,0.13567200000000001,21,
2,29158,0.257961,0.11125399999999999,23,
2,29160,0.123724,-0.134237,-10,
2,29163,0.089379,-0.034345,0,
2,29165,0.016029,-0.07335,-8,
2,29167,0.017431,0.001401999999999997,0,
2,29169,0.01222,-0.005210999999999999,0,
2,3671,0.004196,-0.000993,0,
2,3673,0.023833,0.019637,2,
2,3675,0.01739,-0.006443000000000001,0,
2,3677,0.005801,-0.011588999999999999,-1,
2,3679,0.009409,0.003608000000000001,0,
2,3682,0.204045,0.194636,31,
2,3684,0.263137,0.059092000000000006,17,
2,3686,0.124586,-0.138551,-11,
2,3688,0.0414,-0.08318600000000001,-8,
2,3690,0.006589,-0.034811,-4,
2,3692,0.00797,0.0013809999999999994,0,
2,3694,0.014351,0.0063809999999999995,0,
2,3427,0.012316,-0.004969999999999999,0,
2,3429,0.012398,8.199999999999874e-05,0,
2,3432,0.01138,-0.0010179999999999998,0,
2,3434,0.018427,0.0070469999999999994,0,
2,3436,0.018077,-0.0003499999999999996,0,
2,3438,0.198128,0.180051,29,
2,3440,0.232563,0.03443499999999999,13,
2,3442,0.131337,-0.10122599999999998,-6,
2,3444,0.0874,-0.043937000000000004,-1,
2,3446,0.015167,-0.072233,-8,
2,3448,0.017964,0.002797000000000001,0,
2,3885,0.025055,0.010841000000000002,1,
2,3887,0.016637,-0.008418000000000002,-1,
2,3889,0.009389,-0.007247999999999999,-1,
2,3891,0.005574,-0.003815,0,
2,3893,0.093325,0.08775100000000001,13,
2,3896,0.26601,0.17268500000000003,31,
2,3898,0.147499,-0.11851100000000003,-7,
2,3900,0.096704,-0.05079499999999999,-2,
2,3902,0.010791,-0.085913,-10,
2,3904,0.012764,0.001972999999999999,0,
2,3906,0.021309,0.008545000000000002,1,
2,207,0.024053,0.013472000000000001,1,
2,209,0.017407,-0.006646000000000003,0,
2,211,0.004388,-0.013019,-2,
2,213,0.05041,0.046022,6,
2,215,0.198126,0.147716,25,
2,217,0.254855,0.056729,17,
2,219,0.1204,-0.134455,-11,
2,221,0.032853,-0.08754699999999999,-9,
2,224,0.012007,-0.020846,-2,
2,226,0.020404,0.008396999999999998,1,
2,228,0.013961,-0.006442999999999999,0,
2,1574,0.011171,0.0033760000000000005,0,
